rec_time	UTC	Dikablis Professional_Eye Data_Original_Pupil X	Dikablis Professional_Eye Data_Original_Pupil Y	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:03.156	1440181477803	180.78	162.56			199.65	161.074
00:00:03.164	1440181477811			161.911	164.046		
00:00:03.172	1440181477819	180.561	163.166			199.226	161.591
00:00:03.180	1440181477827			161.896	164.74		
00:00:03.189	1440181477836	180.551	162.513			199.209	160.955
00:00:03.197	1440181477844			161.892	164.072		
00:00:03.206	1440181477853	180.57	163.138			199.277	161.557
00:00:03.214	1440181477861			161.863	164.718		
00:00:03.222	1440181477869	180.463	162.525			199.158	160.973
00:00:03.230	1440181477877			161.767	164.077		
00:00:03.239	1440181477886	180.566	163.109			199.277	161.549
00:00:03.247	1440181477894			161.856	164.67		
00:00:03.256	1440181477903	180.541	162.515			199.304	160.95
00:00:03.264	1440181477911			161.778	164.079		
00:00:03.272	1440181477919	180.505	163.071			199.188	161.352
00:00:03.280	1440181477927			161.822	164.789		
00:00:03.289	1440181477936	180.614	162.543			199.326	160.858
00:00:03.297	1440181477944			161.901	164.229		
00:00:03.306	1440181477953	180.629	163.11			199.376	161.437
00:00:03.314	1440181477961			161.883	164.784		
00:00:03.322	1440181477969	180.668	162.492			199.454	160.852
00:00:03.330	1440181477977			161.881	164.131		
00:00:03.339	1440181477986	180.648	163.138			199.476	161.44
00:00:03.347	1440181477994			161.821	164.836		
00:00:03.356	1440181478003	180.397	162.36			199.457	160.884
00:00:03.364	1440181478011			161.337	163.836		
00:00:03.372	1440181478019	176.428	159.702			196.673	160.193
00:00:03.380	1440181478027			156.183	159.21		
00:00:03.389	1440181478036	167.517	153.009			186.973	154.74
00:00:03.397	1440181478044			148.061	151.278		
00:00:03.406	1440181478053	159.401	150.528			177.648	152.638
00:00:03.414	1440181478061			141.154	148.418		
00:00:03.422	1440181478069	155.749	149.03			172.868	151.268
00:00:03.430	1440181478077			138.63	146.791		
00:00:03.439	1440181478086	155.663	149.61			172.907	151.671
00:00:03.447	1440181478094			138.418	147.549		
00:00:03.456	1440181478103	155.57	148.94			173.247	151.1
00:00:03.464	1440181478111			137.894	146.78		
00:00:03.472	1440181478119	155.685	149.467			173.604	151.642
00:00:03.480	1440181478127			137.766	147.291		
00:00:03.489	1440181478136	155.647	148.922			173.762	151.168
00:00:03.497	1440181478144			137.532	146.676		
00:00:03.506	1440181478153	155.563	149.512			173.786	151.657
00:00:03.514	1440181478161			137.341	147.366		
00:00:03.522	1440181478169	155.717	148.846			174.047	151.067
00:00:03.530	1440181478177			137.387	146.625		
00:00:03.539	1440181478186	155.602	149.347			174.014	151.599
00:00:03.547	1440181478194			137.191	147.096		
00:00:03.556	1440181478203	155.591	148.727			174.048	150.996
00:00:03.564	1440181478211			137.134	146.458		
00:00:03.572	1440181478219	155.627	149.225			174.18	151.523
00:00:03.580	1440181478227			137.074	146.928		
00:00:03.589	1440181478236	154.762	148.49			173.673	150.918
00:00:03.597	1440181478244			135.85	146.061		
00:00:03.606	1440181478253	153.999	149.008			172.368	151.449
00:00:03.614	1440181478261			135.63	146.567		
00:00:03.622	1440181478269	154.141	148.376			172.694	150.889
00:00:03.630	1440181478277			135.588	145.864		
00:00:03.639	1440181478286	154.147	148.989			172.745	151.461
00:00:03.647	1440181478294			135.548	146.517		
00:00:03.656	1440181478303	154.228	148.324			172.901	150.711
00:00:03.664	1440181478311			135.555	145.938		
00:00:03.672	1440181478319	154.042	148.944			172.612	151.367
00:00:03.680	1440181478327			135.471	146.521		
00:00:03.689	1440181478336	154.062	148.232			172.828	150.64
00:00:03.697	1440181478344			135.297	145.823		
00:00:03.706	1440181478353	154.093	148.931			172.755	151.408
00:00:03.714	1440181478361			135.431	146.453		
00:00:03.722	1440181478369	154.23	148.282			172.864	150.649
00:00:03.730	1440181478377			135.595	145.914		
00:00:03.739	1440181478386	154.094	148.887			172.734	151.384
00:00:03.747	1440181478394			135.453	146.389		
00:00:03.756	1440181478403	154.126	148.368			172.78	150.81
00:00:03.764	1440181478411			135.472	145.926		
00:00:03.772	1440181478419	154.31	148.881			172.917	151.362
00:00:03.780	1440181478427			135.703	146.399		
00:00:03.789	1440181478436	154.182	148.374			172.865	150.764
00:00:03.797	1440181478444			135.5	145.983		
00:00:03.806	1440181478453	154.314	148.945			172.99	151.411
00:00:03.814	1440181478461			135.638	146.479		
00:00:03.822	1440181478469	154.228	148.366			172.911	150.797
00:00:03.830	1440181478477			135.545	145.936		
00:00:03.839	1440181478486	154.291	148.964			172.909	151.41
00:00:03.847	1440181478494			135.673	146.518		
00:00:03.856	1440181478503	154.221	148.422			172.973	150.824
00:00:03.864	1440181478511			135.469	146.021		
00:00:03.872	1440181478519	154.174	148.945			172.849	151.427
00:00:03.880	1440181478527			135.499	146.464		
00:00:03.889	1440181478536	154.21	148.424			172.923	150.785
00:00:03.897	1440181478544			135.497	146.063		
00:00:03.906	1440181478553	154.158	148.995			172.793	151.384
00:00:03.914	1440181478561			135.523	146.606		
00:00:03.922	1440181478569	154.281	148.349			172.97	150.831
00:00:03.930	1440181478577			135.593	145.867		
00:00:03.939	1440181478586	154.241	148.912			172.879	151.339
