Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
71,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.165,94.8465,969.972,-317.283,149.914,991.395,-287.112,87.2382,972.165,-278.476,142.32,994.145,-249.527,375.776,1569.18,-351.667,336.554,1587.43,-241.127,495.838,1576.93,-337.155,543.994,1595.47
72,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.155,94.8316,969.991,-317.284,149.912,991.376,-287.105,87.2493,972.188,-278.482,142.304,994.137,-249.481,375.777,1569.13,-351.651,336.633,1587.42,-241.148,495.806,1576.97,-337.177,543.978,1595.48
73,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.147,94.834,969.982,-317.301,149.91,991.378,-287.089,87.2444,972.201,-278.492,142.333,994.122,-249.504,375.747,1569.16,-351.666,336.61,1587.37,-241.15,495.792,1576.99,-337.188,543.964,1595.48
74,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.15,94.8226,969.998,-317.322,149.91,991.366,-287.095,87.2718,972.205,-278.507,142.377,994.115,-249.517,375.722,1569.16,-351.672,336.611,1587.47,-241.177,495.766,1577.02,-337.201,543.944,1595.51
75,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.156,94.8029,970.038,-317.336,149.914,991.352,-287.08,87.2709,972.24,-278.525,142.377,994.106,-249.524,375.703,1569.19,-351.68,336.594,1587.46,-241.191,495.741,1577.03,-337.215,543.932,1595.53
76,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.133,94.8063,970.063,-317.347,149.935,991.333,-287.06,87.2719,972.268,-278.524,142.397,994.097,-249.55,375.679,1569.19,-351.75,336.418,1587.45,-241.206,495.71,1577.06,-337.236,543.92,1595.56
77,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.121,94.7951,970.079,-317.36,149.952,991.329,-287.048,87.2931,972.289,-278.542,142.436,994.104,-249.599,375.657,1569.21,-351.642,336.553,1587.33,-241.213,495.69,1577.07,-337.239,543.902,1595.58
78,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.119,94.7844,970.115,-317.369,149.96,991.321,-287.024,87.2976,972.322,-278.55,142.455,994.112,-249.595,375.636,1569.21,-351.683,336.422,1587.28,-241.254,495.645,1577.1,-337.264,543.886,1595.59
79,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.116,94.7758,970.132,-317.389,149.943,991.333,-287.016,87.2963,972.367,-278.56,142.47,994.107,-249.628,375.63,1569.22,-351.681,336.476,1587.29,-241.27,495.623,1577.11,-337.281,543.88,1595.6
80,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.097,94.7633,970.155,-317.394,149.956,991.327,-287.012,87.3036,972.378,-278.56,142.463,994.122,-249.614,375.609,1569.23,-351.76,336.447,1587.35,-241.276,495.611,1577.12,-337.263,543.866,1595.59
